dom;conglomerado;peso;a01.2019;a02.2019;b_tfam.2019;b_totmorad.2019;b_cond_inf.2019;b_nfam.2019;b_nindiv.2019;b01_1.2019;b01_2.2019;b02.2019;b03.2019;b04.2019;b05.2019;b06.2019;c01.2019;c02_1.2019;c02_1a.2019;c02_1ns.2019;c02_2.2019;c02_2a.2019;c02_2ns.2019;c02_3.2019;c02_3b.2019;c02_3a.2019;c02_3ns.2019;c03_1.2019;c03_2.2019;c03_3.2019;c03_4.2019;c03_5.2019;c03_6.2019;c03_7.2019;c03_8.2019;q01.2019;q02.2019;q03.2019;q05.2019;q06.2019;d06.2019;q15.2019;q17_1.2019;q17_2.2019;q17_3.2019;q17_4.2019;q17_5.2019;q17_6.2019;q17_7.2019;q17_8.2019;q17_9.2019;q17_10.2019;d12_1.2019;d12_2.2019;d12_3.2019;d12_ns.2019;tempo_procura_desemp.2019;d16_11.2019;d16_12.2019;d16_1ns.2019;d16_21.2019;d16_22.2019;d16_2ns.2019;d16_31.2019;d16_32.2019;d16_3ns.2019;d16_41.2019;d16_42.2019;d16_4ns.2019;d16_51.2019;d16_52.2019;d16_5ns.2019;d16_61.2019;d16_62.2019;d16_6ns.2019;d16_71.2019;d16_72.2019;d16_7ns.2019;d16_81.2019;d16_82.2019;d16_8ns.2019;estuda.2019;analfabeto.2019;instrucao.2019;sit.2019;pia.2019;pea.2019;pos_ocup.2019;pos_ocup1.2019;tamanho_renda.2019;rdomic.2019;rdpc.2019;n_família_orig.2019;n_amostra_domicílio.2019;q01.2020;q02.2020;q03.2020;q04.2020;q05.2020;q06.2020;q07.2020;q08.2020;q09.2020;q10.2020;q11.2020;q12.2020;q13.2020;q14.2020;q15.2020;q16_1.2020;q16_2.2020;q16_3.2020;q16_4.2020;q16_5.2020;q17_1.2020;q17_2.2020;q17_3.2020;q17_4.2020;q17_5.2020;q17_6.2020;q17_7.2020;q17_8.2020;q17_9.2020;q17_10.2020;q18.2020;q19_aa.2020;q19_mm.2020;q19_dd.2020;tempo_ult_trab_desemp.2020;q20.2020;q21.2020;q22_aa.2020;q22_mm.2020;q22_dd.2020;tempo_ult_trab_inativo.2020;q23.2020;q24.2020;q25.2020;q26_1.2020;q26_2.2020;q26_3.2020;q26_4.2020;q26_5.2020;q26_6.2020;q26_7.2020;q26_8.2020;q26_9.2020;q26_10.2020;q26_11.2020;q26_12.2020;q26_13.2020;q27.2020;q28_1.2020;q28_2.2020;q29.2020;q30.2020;q32.2020;sit.2020;pia.2020;pea.2020;pos_ocup.2020;pos_ocup1.2020;fx_etaria.2019;setor.2020;setor.2019;fluxo20x19
54810;261;1,2642;4;2;1;4;1;1;3;5;5;22;1;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;1;1;1;1;4; ; ; ; ; ;1;1;1;0;0;0;0;0;0;0;0; ;4; ; ;17,1428571428571;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;2;1;1; ; ;4;1628;407;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1;3; ;15; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;2;1;1; ; ;3; ; ;202
54814;261;1,2642;1;1;1;2;2;1;1;1;1;29;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1150; ;1;550; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;2300;1150;2;1;1;1;1; ; ; ;46;1;3;36;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2;5;1500;46;1;1;1;1;1;4;5;5;101
54818;232;1,7708;4;3;1;1;1;1;1;1;1;33;1;1;1;8;2;9; ; ;9; ; ;9; ; ; ;1;2;2;1;1;2;1;2;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;10000; ;1;5000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;1;10000;10000;1;1;1;1;1; ; ; ;49;1;2;50;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5500;2;2;1;5500;49;1;1;1;1;1;4;5;5;101
54821;232;1,7708;4;3;1;1;1;1;1;1;1;62;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;1;1;1;1;4;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;4;4;1;-1;-1;1;1;1;1;4;3;2; ;50;5;2;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;1;2;1;99999;50;1;1;1;4;4;6;5;5;101
54824;232;1,7708;4;1;1;3;1;1;2;2;2;47;1;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;3;-1;-1;3;1;1;1;1; ; ; ;99;1;3;44;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;3;99999;99;1;1;1;1;1;5;99;99;101
54827;232;1,7708;4;1;1;2;1;1;1;1;1;54;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;1;1;1;1;2;1;4;4; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;5;4;2;500;250;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1; ;7; ;7; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;0;20;2;1;1; ; ;5; ;3;201
54837;234;1,7708;4;1;1;2;1;1;1;1;1;62;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;1; ;9;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;-1;-1;2;2;1;1;1; ; ; ;13;4;2;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7000;2;2;2;7000;13;1;1;1;1;1;6;2;2;101
54837;234;1,7708;4;1;1;2;1;1;2;2;2;61;2;4;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;3;1;2; ; ;2;-1;-1;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;6; ; ;303
54843;266;1,7708;4;2;1;5;3;1;2;4;4;48;2;1;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;1;1400; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;5;6298;1259,6;5;2;1;1;1; ; ; ;43;5;2;40;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;5;99999;43;1;1;1;1;1;5;5;5;101
54843;266;1,7708;4;2;1;5;3;1;3;5;5;24;2;1;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;1;1;1;1;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1300; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;1;1;1;2;1;5;6298;1259,6;5;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1; ;3; ;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;46;2;1;1; ; ;3; ;5;201
54846;266;1,7708;4;1;1;1;1;1;1;1;1;36;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;9;2;1;1;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;5;4;1;3000;3000;1;1;1;1;4;3;2; ;45;1;3;56;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18000;2;2;4;25000;45;1;1;1;5;4;4;5;5;101
54847;266;1,7708;4;1;1;2;1;1;1;1;1;63;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;1;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;5;4;2;5800;2900;2;2;1;1;4;2;4; ;20;8;3;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1800;2;2;2;2800;20;1;1;1;5;4;6;3;3;101
54847;266;1,7708;4;1;1;2;1;1;2;2;2;60;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2800; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;5800;2900;2;2;1;1;1; ; ; ;46;1;2;36;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;2;2; ; ;46;1;1;1;1;1;6;5;5;101
54848;266;1,7708;4;2;1;2;3;1;1;1;1;51;2;2;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;2;-1;-1;2;1;1;1;2; ;4; ;42;1;3;36;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3000;2;2;2;99999;42;1;1;1;2;1;5;5;5;101
54889;219;1,3333;4;1;1;2;1;1;2;4;4;30;1;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;1;1;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;2;1;2;4998;2499;2;1;1;1;12; ; ; ;48;5;2;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;2;3000;48;1;1;1;11;11;4;5;5;101
54890;219;1,3333;4;1;1;5;1;1;1;1;1;33;2;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;600; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;5;4;5;-1;-1;5;2;1;1;4;3;4; ;14;5;3;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;500;1;2;5;2100;30;1;1;1;5;4;4;2;4;101
54890;219;1,3333;4;1;1;5;1;1;2;2;2;29;1;2;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;600; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;5;-1;-1;5;2;1;1;2; ;4; ;14;1;3;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;2;2; ; ;20;1;1;1;2;1;4;2;3;101
54891;219;1,3333;4;1;1;3;1;1;1;1;1;60;1;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;4;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;800; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;4;4;3;3798;1266;3;2;1;1;4;3;4; ;30;4;3;98;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;300;1;2;2;1800;99;1;1;1;4;4;6;4;99;101
54891;219;1,3333;4;1;1;3;1;1;3;4;4;41;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;3;3798;1266;3;2;1;1;1; ; ; ;12;1;3;32;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2; ; ;12;1;1;1;1;1;5;2;2;101
54917;286;1,3063;4;1;1;2;1;1;1;1;1;33;1;3;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;1;1;0;0;0;1;0;0;0;0;0; ;5; ; ;21,4285714285714;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;2;1;1; ; ;2;-1;-1;2;2;1;1;2; ;4; ;52;1;3;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;1;2;2;3500; ;1;1;1;2;1;4;99; ;102
54917;286;1,3063;4;1;1;2;1;1;2;2;2;29;2;3;1;8;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;-1;-1;2;2;1;1;1; ; ; ;49;1;3;36;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2; ; ;49;1;1;1;1;1;4;5;5;101
54930;283;1,3063;4;1;1;4;2;1;1;1;1;37;1;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;4;1500;375;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;5; ;5;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;4;3000;52;3;1;2; ; ;4; ;99;301
54930;283;1,3063;4;1;1;4;2;1;2;2;2;30;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;1500;375;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ;24;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;3;1;2; ; ;4; ; ;303
54932;283;1,3063;4;4;1;2;1;1;1;1;1;31;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;2000;1000;2;1;1;1;1; ; ; ;41;1;3;44;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2;2;1500;41;1;1;1;1;1;4;5;5;101
54955;340;1,3063;4;3;1;2;1;1;1;1;1;45;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;1;1;1;1;1;1;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;2;1400;700;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1; ;1; ;1; ; ; ; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0; ;2;2;2;600;52;2;1;1; ; ;5; ;99;201
54969;341;1,3063;4;1;1;3;1;1;1;1;1;72;1;2;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;1;998; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;5;4;3;-1;-1;3;2;1;1;4;3;4; ;30;1;3;25;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;3;99999;30;1;1;1;5;4;6;4;4;101
54969;341;1,3063;4;1;1;3;1;1;3;4;4;36;1;3;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;9; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;3;-1;-1;3;2;1;1;1; ; ; ;49;1;3;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;49;1;1;1;1;1;4;5;5;101
54985;342;1,3063;4;2;1;3;2;1;2;2;2;35;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;2;1;4; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0; ;6; ; ;25,7142857142857;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;3;1500;500;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ;24;2; ;1;0;1;0;0;0;0;0;1;0;0;0;0;0; ;1;2;3;2200; ;3;1;2; ; ;4; ; ;302
54986;342;1,3063;4;2;1;2;1;1;1;1;1;54;1;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;5;4;2;1000;500;2;2;1;1;4;3;4; ;12;4;3;20;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;200;1;2;2;1400;12;1;1;1;5;4;5;2;2;101
54986;342;1,3063;4;2;1;2;1;1;2;2;2;54;2;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;4; ; ; ; ; ;1;1;0;0;0;0;1;0;0;0;0;1; ; ; ;51,4285714285714;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;2;1;1; ; ;2;1000;500;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ;12;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;3;1;2; ; ;5; ; ;302
54996;310;1,2609;4;1;1;4;2;1;1;1;1;41;1;3;1;3;1;1;185; ;2; ; ;2; ; ; ;1;1;1;9;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1300; ;1;650; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;4;1485;371,25;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1; ;7; ;7; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;1;0;0;0;1; ;2;2; ; ;12;2;1;1; ; ;5; ;2;201
54996;310;1,2609;4;1;1;4;2;1;2;2;2;40;2;3;1;2;1;1;185; ;2; ; ;2; ; ; ;1;1;1;9;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;4;1485;371,25;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1; ;7; ;7;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;4;1300; ;3;1;2; ; ;5; ; ;303
54996;310;1,2609;4;1;1;4;2;1;3;4;4;18;1;3;7;4;1;1;185; ;2; ; ;2; ; ; ;1;1;1;9;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;3;3;1;2; ; ;4;1485;371,25;4;3;1;1;4;1;4; ;52;1;3;8;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100;2;2; ; ; ;1;1;1;4;4;3;99; ;103
55002;310;1,2609;4;1;1;2;1;1;1;1;1;28;2;2;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;2;2;4; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0; ;1; ; ;4,28571428571429;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;2;0;0;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;3; ; ;36; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;6;1200; ;2;1;1; ; ;4; ; ;202
55004;310;1,2609;4;1;1;1;1;1;1;1;1;56;2;1;1;5;9;9; ; ;9; ; ;9; ; ; ;9;9;9;9;9;9;9;9;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;1;750; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;1;1500;1500;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;12; ; ;144;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1500; ;3;1;2; ; ;5; ; ;303
55005;310;1,2609;4;1;1;2;3;1;1;1;1;70;2;1;1;1;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;4; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0;1; ; ; ;51,4285714285714;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;1;2;1;1; ; ;2;0;0;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;15; ; ;180;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1400; ;3;1;2; ; ;6; ; ;302
55005;310;1,2609;4;1;1;2;3;1;2;5;5;18;1;1;7;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;4; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0;1; ; ; ;51,4285714285714;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;3;2;1;1; ; ;2;0;0;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;2;1;1; ; ;3; ; ;202
